Date,Silver_Price,Open,High,Low,Volume,Change_Percent
2014-08-07,20,20,20,20,0.00K,-0.17%
2014-08-06,20,20,20,20,0.00K,0.96%
2014-08-05,20,20,20,20,0.00K,-1.98%
2014-08-04,20,20,20,20,0.03K,-0.83%
2014-08-03,20,20,20,20,-,0.15%
2014-08-01,20,20,20,20,0.03K,-0.20%
2014-07-31,20,21,21,21,0.02K,-0.90%
2014-07-30,21,21,21,21,0.11K,0.06%
2014-07-29,21,21,21,21,0.04K,0.10%
2014-07-28,21,21,21,21,0.16K,-1.09%
2014-07-27,21,21,21,21,-,0.80%
2014-07-25,21,20,21,20,0.05K,1.04%
2014-07-24,20,21,21,20,0.08K,-2.75%
2014-07-23,21,21,21,21,0.13K,-0.06%
2014-07-22,21,21,21,21,0.02K,0.00%
2014-07-21,21,21,21,21,0.02K,0.18%
2014-07-20,21,21,21,21,-,0.43%
2014-07-18,21,21,21,21,0.00K,-1.18%
2014-07-17,21,21,21,21,0.04K,1.73%
2014-07-16,21,21,21,21,0.07K,-0.55%
2014-07-15,21,21,21,21,0.08K,-0.11%
2014-07-14,21,21,21,21,0.08K,-2.99%
2014-07-13,22,22,22,21,-,0.45%
2014-07-11,21,21,22,21,0.06K,-0.22%
2014-07-10,21,21,22,21,0.14K,2.08%
2014-07-09,21,21,21,21,0.06K,0.26%
2014-07-08,21,21,21,21,0.21K,0.00%
2014-07-07,21,21,21,21,0.09K,-0.81%
2014-07-06,21,21,21,21,-,-0.27%
2014-07-04,21,21,21,21,-,0.50%
2014-07-03,21,21,21,21,0.50K,-0.78%
2014-07-02,21,21,21,21,0.23K,0.89%
2014-07-01,21,21,21,21,0.17K,0.29%
2014-06-30,21,21,21,21,2.61K,0.03%
2014-06-29,21,21,21,21,-,-0.37%
2014-06-27,21,21,21,21,17.33K,-0.12%
2014-06-26,21,21,21,21,45.35K,-0.04%
2014-06-25,21,21,21,21,38.04K,0.35%
2014-06-24,21,21,21,21,33.37K,0.62%
2014-06-23,21,21,21,21,22.64K,0.16%
2014-06-22,21,21,21,21,-,-0.32%
2014-06-20,21,21,21,21,0.00K,1.48%
2014-06-19,21,20,20,20,0.00K,4.40%
2014-06-18,20,20,20,20,0.01K,0.23%
2014-06-17,20,20,20,20,8.86K,0.10%
2014-06-16,20,20,20,20,0.01K,-0.23%
2014-06-15,20,20,20,20,-,0.57%
2014-06-13,20,20,20,20,0.00K,0.63%
2014-06-12,20,20,20,20,13.86K,1.88%
2014-06-11,19,19,19,19,16.36K,0.04%
2014-06-10,19,19,19,19,11.99K,0.54%
2014-06-09,19,19,19,19,0.00K,0.09%
2014-06-08,19,19,19,19,-,0.34%
2014-06-06,19,19,19,19,0.00K,-0.48%
2014-06-05,19,19,19,19,0.03K,1.54%
2014-06-04,19,19,19,19,2.75K,0.18%
2014-06-03,19,19,19,19,0.02K,0.12%
2014-06-02,19,19,19,19,0.03K,-0.21%
2014-06-01,19,19,19,19,-,0.51%
2014-05-30,19,19,19,19,0.04K,-1.74%
2014-05-29,19,19,19,19,0.20K,-0.27%
2014-05-28,19,19,19,19,0.21K,-0.02%
2014-05-27,19,19,19,19,0.06K,-2.00%
2014-05-26,19,19,19,19,-,-0.01%
2014-05-25,19,19,19,19,-,0.22%
2014-05-23,19,19,19,19,0.01K,-0.52%
2014-05-22,19,20,20,20,0.02K,0.95%
2014-05-21,19,19,19,19,0.00K,-0.31%
2014-05-20,19,19,19,19,0.02K,0.23%
2014-05-19,19,20,20,19,0.28K,-0.12%
2014-05-18,19,19,19,19,-,0.27%
2014-05-16,19,19,19,19,0.08K,-0.80%
2014-05-15,19,20,20,19,0.11K,-1.46%
2014-05-14,20,20,20,20,0.20K,1.18%
2014-05-13,20,19,20,19,0.07K,0.02%
2014-05-12,20,19,20,19,0.30K,2.10%
2014-05-11,19,19,19,19,-,0.11%
2014-05-09,19,19,19,19,0.06K,-0.09%
2014-05-08,19,19,19,19,0.20K,-1.06%
2014-05-07,19,20,20,19,0.17K,-1.53%
2014-05-06,20,19,20,19,0.13K,0.40%
2014-05-05,20,19,20,19,0.18K,0.10%
2014-05-04,20,20,20,20,-,0.04%
2014-05-02,19,19,20,19,0.35K,2.65%
2014-05-01,19,19,19,19,0.85K,-0.68%
2014-04-30,19,19,19,19,3.11K,-1.89%
2014-04-29,19,20,20,19,16.95K,-0.50%
2014-04-28,20,20,20,20,0.70K,-0.79%
2014-04-27,20,20,20,20,-,0.28%
2014-04-25,20,20,20,20,0.03K,0.02%
2014-04-24,20,19,20,19,0.02K,1.30%
2014-04-23,19,19,19,19,0.15K,0.41%
2014-04-22,19,19,19,19,0.00K,0.05%
2014-04-21,19,19,19,19,0.00K,-1.06%
2014-04-20,20,20,20,20,-,-0.19%
2014-04-17,20,20,20,20,0.01K,-0.19%
2014-04-16,20,20,20,20,0.00K,0.74%
2014-04-15,19,19,19,19,0.01K,-2.61%
2014-04-14,20,20,20,20,0.01K,-0.49%
2014-04-13,20,20,20,20,-,0.83%
2014-04-11,20,20,20,20,0.00K,-0.72%
2014-04-10,20,20,20,20,0.04K,1.64%
2014-04-09,20,20,20,20,0.03K,-1.43%
2014-04-08,20,20,20,20,0.01K,0.76%
2014-04-07,20,20,20,20,0.01K,-0.24%
2014-04-06,20,20,20,20,-,0.06%
2014-04-04,20,20,20,20,0.02K,0.71%
2014-04-03,20,20,20,20,0.78K,-1.22%
2014-04-02,20,20,20,20,1.91K,1.84%
2014-04-01,20,20,20,20,0.21K,-0.33%
2014-03-31,20,20,20,20,0.01K,-0.51%
2014-03-30,20,20,20,20,-,0.32%
2014-03-28,20,20,20,20,0.11K,0.42%
2014-03-27,20,20,20,20,0.53K,-0.35%
2014-03-26,20,20,20,20,0.11K,-0.98%
2014-03-25,20,20,20,20,0.04K,-0.44%
2014-03-24,20,20,20,20,0.17K,-1.01%
2014-03-23,20,20,20,20,-,-0.19%
2014-03-21,20,20,21,20,0.05K,-0.58%
2014-03-20,20,20,20,20,0.06K,-1.90%
2014-03-19,21,21,21,21,0.08K,-0.17%
2014-03-18,21,21,21,21,0.01K,-1.94%
2014-03-17,21,21,21,21,0.10K,-1.37%
2014-03-16,22,21,22,21,-,0.75%
2014-03-14,21,21,22,21,0.08K,1.02%
2014-03-13,21,21,21,21,0.07K,-0.75%
2014-03-12,21,21,21,21,0.10K,2.62%
2014-03-11,21,21,21,21,0.08K,-0.45%
2014-03-10,21,21,21,21,0.11K,0.12%
2014-03-09,21,21,21,21,-,-0.20%
2014-03-07,21,21,22,21,0.22K,-2.99%
2014-03-06,22,21,22,21,0.25K,1.43%
2014-03-05,21,21,21,21,0.15K,0.24%
2014-03-04,21,21,21,21,0.93K,-1.21%
2014-03-03,21,21,22,21,0.40K,0.16%
2014-03-02,21,21,21,21,-,0.99%
2014-02-28,21,21,21,21,1.53K,-0.52%
2014-02-27,21,21,21,21,15.92K,0.28%
2014-02-26,21,21,21,21,0.75K,-3.21%
2014-02-25,22,22,22,22,1.85K,-0.39%
2014-02-24,22,22,22,22,0.79K,0.72%
2014-02-23,22,22,22,22,-,0.52%
2014-02-21,22,22,22,22,1.55K,0.46%
2014-02-20,22,22,22,22,0.85K,-0.76%
2014-02-19,22,22,22,22,0.13K,-0.21%
2014-02-18,22,22,22,22,0.01K,0.28%
2014-02-17,22,22,22,22,-,0.70%
2014-02-16,22,21,22,21,-,1.25%
2014-02-14,21,21,21,21,0.01K,5.03%
2014-02-13,20,20,20,20,0.20K,0.27%
2014-02-12,20,20,20,20,0.00K,0.93%
2014-02-11,20,20,20,20,0.00K,0.22%
2014-02-10,20,20,20,20,0.88K,0.37%
2014-02-09,20,20,20,20,-,0.53%
2014-02-07,20,20,20,20,0.10K,0.06%
2014-02-06,20,20,20,20,1.41K,0.62%
2014-02-05,20,20,20,20,0.00K,1.97%
2014-02-04,19,19,19,19,0.25K,0.07%
2014-02-03,19,19,20,19,0.44K,1.52%
2014-02-02,19,19,19,19,-,-0.04%
2014-01-31,19,19,19,19,0.15K,-0.03%
2014-01-30,19,20,20,19,0.09K,-2.16%
2014-01-29,20,20,20,20,0.00K,0.26%
2014-01-28,19,20,20,20,0.00K,-1.46%
2014-01-27,20,20,20,20,0.01K,-1.24%
2014-01-26,20,20,20,20,-,1.40%
2014-01-24,20,20,20,20,0.00K,-1.22%
2014-01-23,20,20,20,20,0.03K,0.89%
2014-01-22,20,20,20,20,0.10K,-0.15%
2014-01-21,20,20,20,20,0.08K,-2.37%
2014-01-20,20,20,20,20,-,-0.06%
2014-01-19,20,20,20,20,-,0.33%
2014-01-17,20,20,20,20,0.48K,1.21%
2014-01-16,20,20,20,20,0.04K,-0.39%
2014-01-15,20,20,20,20,0.03K,-0.73%
2014-01-14,20,20,21,20,0.02K,-0.54%
2014-01-13,20,20,20,20,0.04K,0.70%
2014-01-12,20,20,20,20,-,0.09%
2014-01-10,20,20,20,20,0.01K,2.74%
2014-01-09,20,19,20,19,0.01K,0.74%
2014-01-08,20,20,20,19,0.03K,-1.25%
2014-01-07,20,20,20,20,0.03K,-1.55%
2014-01-06,20,20,20,20,0.02K,-0.20%
2014-01-05,20,20,20,20,-,-0.32%
2014-01-03,20,20,20,20,0.02K,0.42%
2014-01-02,20,20,20,20,0.05K,2.88%
2014-01-01,20,19,20,19,-,1.01%
2013-12-31,19,19,19,19,0.16K,-1.24%
2013-12-30,20,20,20,20,0.08K,-2.73%
2013-12-29,20,20,20,20,-,0.58%
2013-12-27,20,20,20,20,0.03K,0.64%
2013-12-26,20,20,20,20,0.07K,2.22%
2013-12-24,19,19,19,19,0.04K,0.39%
2013-12-23,19,19,19,19,0.02K,-0.22%
2013-12-22,19,19,19,19,-,0.01%
2013-12-20,19,19,19,19,0.04K,1.44%
2013-12-19,19,20,20,19,0.05K,-4.35%
2013-12-18,20,20,20,20,0.05K,1.12%
2013-12-17,20,20,20,20,0.08K,-1.28%
2013-12-16,20,20,20,19,0.04K,2.21%
2013-12-15,20,20,20,20,-,0.29%
2013-12-13,20,19,20,19,0.14K,0.81%
2013-12-12,19,20,20,19,0.08K,-4.41%
2013-12-11,20,20,20,20,0.12K,0.21%
2013-12-10,20,20,20,20,0.25K,3.12%
2013-12-09,20,19,20,19,0.09K,0.52%
2013-12-08,20,20,20,20,-,0.40%
2013-12-06,19,19,20,19,0.46K,-0.25%
2013-12-05,20,20,20,19,0.40K,-1.31%
2013-12-04,20,19,20,19,0.59K,4.01%
2013-12-03,19,19,19,19,0.58K,-1.15%
2013-12-02,19,20,20,19,1.58K,-3.52%
2013-12-01,20,20,20,20,-,-0.23%
2013-11-29,20,20,20,20,3.18K,1.17%
2013-11-28,20,20,20,20,-,0.60%
2013-11-27,20,20,20,20,25.51K,-1.07%
2013-11-26,20,20,20,20,0.00K,-0.17%
2013-11-25,20,20,20,20,0.00K,0.69%
2013-11-24,20,20,20,20,-,-0.57%
2013-11-22,20,20,20,20,-,-0.36%
2013-11-21,20,20,20,20,-,-0.61%
2013-11-20,20,20,20,20,0.01K,-1.36%
2013-11-19,20,20,20,20,0.01K,-0.11%
2013-11-18,20,20,20,20,0.00K,-1.98%
2013-11-17,21,21,21,21,-,0.21%
2013-11-15,21,21,21,21,0.00K,0.02%
2013-11-14,21,21,21,21,0.01K,1.37%
2013-11-13,20,21,21,20,0.01K,-1.62%
2013-11-12,21,21,21,21,0.00K,-2.37%
2013-11-11,21,21,21,21,0.00K,-0.60%
2013-11-10,21,21,21,21,-,0.44%
2013-11-08,21,21,21,21,0.02K,-1.53%
2013-11-07,22,22,22,21,0.03K,-0.49%
2013-11-06,22,22,22,22,0.02K,0.61%
2013-11-05,22,22,22,22,0.00K,-0.30%
2013-11-04,22,22,22,22,0.01K,-0.78%
2013-11-03,22,22,22,22,-,0.20%
2013-11-01,22,22,22,22,0.02K,-0.13%
2013-10-31,22,22,22,22,0.02K,-4.85%
2013-10-30,23,22,23,22,0.03K,2.20%
2013-10-29,22,22,23,22,0.01K,-0.20%
2013-10-28,22,23,23,22,0.02K,-0.21%
2013-10-27,23,23,23,23,-,-0.26%
2013-10-25,23,22,22,22,0.01K,-0.80%
2013-10-24,23,23,23,23,0.02K,0.90%
2013-10-23,23,23,23,23,0.01K,-0.76%
2013-10-22,23,23,23,22,0.01K,2.34%
2013-10-21,22,22,22,22,0.01K,1.34%
2013-10-20,22,22,22,22,-,0.32%
2013-10-18,22,22,22,22,-,-0.16%
2013-10-17,22,22,22,22,0.00K,2.73%
2013-10-16,21,21,21,21,-,0.82%
2013-10-15,21,21,21,21,0.01K,-0.77%
2013-10-14,21,22,22,22,0.02K,-0.09%
2013-10-13,21,21,21,21,-,0.54%
2013-10-11,21,22,22,21,0.02K,-2.91%
2013-10-10,22,22,22,22,0.03K,0.02%
2013-10-09,22,22,22,22,0.01K,-2.46%
2013-10-08,22,22,22,22,0.01K,0.26%
2013-10-07,22,22,22,22,0.01K,2.41%
2013-10-06,22,22,22,22,-,0.50%
2013-10-04,22,22,22,22,0.06K,-0.16%
2013-10-03,22,22,22,21,0.03K,-0.49%
2013-10-02,22,21,22,21,0.07K,3.42%
2013-10-01,21,22,22,21,0.07K,-2.46%
2013-09-30,22,22,22,22,0.12K,-0.82%
2013-09-29,22,22,22,22,-,0.24%
2013-09-27,22,22,22,21,0.15K,0.29%
2013-09-26,22,22,22,22,0.01K,-0.54%
2013-09-25,22,22,22,22,0.04K,1.39%
2013-09-24,22,22,22,22,0.08K,-1.22%
2013-09-23,22,22,22,21,0.14K,-0.70%
2013-09-22,22,22,22,22,-,0.37%
2013-09-20,22,23,23,22,0.04K,-5.88%
2013-09-19,23,23,23,23,0.15K,8.03%
2013-09-18,22,22,23,21,0.14K,-1.02%
2013-09-17,22,22,22,22,0.14K,-1.04%
2013-09-16,22,22,22,22,0.14K,-1.47%
2013-09-15,22,22,22,22,-,2.86%
2013-09-13,22,22,22,21,0.06K,-1.94%
2013-09-12,22,23,23,22,0.14K,-4.42%
2013-09-11,23,23,23,23,0.18K,0.67%
2013-09-10,23,24,24,23,0.24K,-2.97%
2013-09-09,24,24,24,23,0.31K,-1.09%
2013-09-08,24,24,24,24,-,0.37%
2013-09-06,24,23,24,23,0.33K,2.74%
2013-09-05,23,23,24,23,0.55K,-0.70%
2013-09-04,23,24,24,23,0.86K,-4.15%
2013-09-03,24,23,24,23,1.13K,0.66%
2013-09-02,24,23,24,23,-,3.75%
2013-09-01,23,23,23,23,-,-0.49%
2013-08-30,23,24,24,23,2.30K,-2.60%
2013-08-29,24,24,24,24,19.70K,-1.23%
2013-08-28,24,25,25,25,0.00K,-1.05%
2013-08-27,25,25,25,25,0.00K,2.67%
2013-08-26,24,24,24,24,0.01K,-0.02%
2013-08-25,24,24,24,24,-,1.18%
2013-08-23,24,24,24,24,0.02K,3.05%
2013-08-22,23,23,23,23,0.00K,0.31%
2013-08-21,23,23,23,23,0.01K,-0.47%
2013-08-20,23,23,23,23,0.00K,-0.41%
2013-08-19,23,23,23,23,-,-0.47%
2013-08-18,23,23,23,23,-,-0.20%
2013-08-16,23,23,23,23,0.01K,1.69%
2013-08-15,23,22,23,22,0.08K,5.27%
2013-08-14,22,22,22,22,0.01K,2.09%
2013-08-13,21,21,22,21,0.01K,0.02%
2013-08-12,21,21,21,21,0.02K,2.54%
2013-08-11,21,21,21,21,-,1.98%
2013-08-09,20,20,20,20,0.03K,1.07%
2013-08-08,20,20,20,20,0.01K,3.52%
2013-08-07,19,19,19,19,0.03K,-0.09%
2013-08-06,20,20,20,19,0.19K,-0.99%
2013-08-05,20,20,20,20,0.02K,-0.68%
2013-08-04,20,20,20,20,-,-0.29%
2013-08-02,20,20,20,20,0.01K,1.47%
2013-08-01,20,20,20,20,0.02K,-0.01%
2013-07-31,20,20,20,19,0.02K,-0.25%
2013-07-30,20,20,20,20,0.11K,-0.95%
2013-07-29,20,20,20,20,0.00K,-0.19%
2013-07-28,20,20,20,20,-,0.64%
2013-07-26,20,20,20,20,0.06K,-1.90%
2013-07-25,20,20,20,20,0.06K,0.66%
2013-07-24,20,20,20,20,0.08K,-1.15%
2013-07-23,20,20,20,20,0.10K,-1.23%
2013-07-22,20,20,21,20,0.18K,3.47%
2013-07-21,20,20,20,20,-,1.86%
2013-07-19,19,19,19,19,0.10K,0.37%
2013-07-18,19,19,19,19,0.27K,-0.17%
2013-07-17,19,20,20,19,0.26K,-2.58%
2013-07-16,20,20,20,20,0.02K,0.49%
2013-07-15,20,20,20,20,0.15K,-0.91%
2013-07-14,20,20,20,20,-,1.16%
2013-07-12,20,20,20,20,0.09K,-0.82%
2013-07-11,20,20,20,19,0.22K,4.14%
2013-07-10,19,19,19,19,0.17K,0.14%
2013-07-09,19,19,19,19,0.22K,0.53%
2013-07-08,19,19,19,19,0.30K,1.01%
2013-07-07,19,19,19,19,-,0.58%
2013-07-05,19,20,20,19,0.31K,-4.07%
2013-07-04,20,20,20,19,-,-0.86%
2013-07-03,20,19,20,19,0.22K,2.03%
2013-07-02,19,20,20,19,0.50K,-1.34%
2013-07-01,20,19,20,19,0.56K,-1.62%
2013-06-30,20,20,20,20,-,2.22%
2013-06-28,19,18,20,18,3.75K,4.95%
2013-06-27,19,19,19,18,19.46K,-0.29%
2013-06-26,19,19,19,19,0.05K,-4.81%
2013-06-25,20,20,20,20,0.01K,0.17%
2013-06-24,19,20,20,20,0.01K,-3.36%
2013-06-23,20,20,20,20,-,1.06%
2013-06-21,20,20,20,20,0.04K,0.69%
2013-06-20,20,21,21,20,0.01K,-8.32%
2013-06-19,22,22,22,22,0.00K,-0.25%
2013-06-18,22,22,22,22,-,-0.37%
2013-06-17,22,22,22,22,0.01K,-1.04%
2013-06-16,22,22,22,22,-,0.15%
2013-06-14,22,22,22,22,0.00K,1.72%
2013-06-13,22,22,22,22,0.03K,-0.98%
2013-06-12,22,22,22,22,0.04K,0.70%
2013-06-11,22,22,22,22,0.10K,-1.26%
2013-06-10,22,22,22,22,0.04K,1.12%
2013-06-09,22,22,22,21,-,-0.27%
2013-06-07,22,23,23,22,0.05K,-4.25%
2013-06-06,23,22,23,22,0.01K,1.05%
2013-06-05,22,22,23,22,0.07K,0.29%
2013-06-04,22,23,23,22,0.06K,-1.39%
2013-06-03,23,22,23,22,0.09K,1.55%
2013-06-02,22,22,22,22,-,0.63%
2013-05-31,22,22,22,22,0.03K,-1.97%
2013-05-30,23,22,23,22,0.36K,1.02%
2013-05-29,22,22,22,22,0.08K,1.19%
2013-05-28,22,23,23,22,0.05K,-1.79%
2013-05-27,23,22,23,22,-,1.07%
2013-05-26,22,22,22,22,-,-0.61%
2013-05-24,22,22,22,22,0.01K,-0.05%
2013-05-23,22,22,22,22,0.04K,0.16%
2013-05-22,22,22,23,22,0.05K,0.07%
2013-05-21,22,23,23,22,0.04K,-0.56%
2013-05-20,23,22,23,21,0.13K,5.33%
2013-05-19,21,22,22,20,-,-4.09%
2013-05-17,22,23,23,22,0.10K,-1.34%
2013-05-16,23,23,23,22,0.25K,0.00%
2013-05-15,23,23,23,22,0.14K,-3.05%
2013-05-14,23,23,24,23,0.06K,-1.33%
2013-05-13,24,24,24,23,0.10K,0.01%
2013-05-12,24,24,24,24,-,0.15%
2013-05-10,24,24,24,23,0.47K,-1.03%
2013-05-09,24,24,24,24,0.29K,-0.05%
2013-05-08,24,24,24,24,0.11K,0.51%
2013-05-07,24,24,24,23,0.60K,-0.61%
2013-05-06,24,24,24,24,0.28K,-0.71%
2013-05-05,24,24,24,24,-,0.48%
2013-05-03,24,24,24,24,0.24K,0.78%
2013-05-02,24,24,24,23,1.08K,2.08%
2013-05-01,23,24,24,23,1.65K,-3.47%
2013-04-30,24,25,25,24,2.04K,0.09%
2013-04-29,24,24,25,24,19.71K,0.41%
2013-04-28,24,24,24,24,-,1.12%
2013-04-26,24,24,24,24,0.01K,-1.58%
2013-04-25,24,24,24,24,0.01K,5.74%
2013-04-24,23,23,23,23,0.00K,0.07%
2013-04-23,23,23,23,23,0.00K,-2.17%
2013-04-22,23,23,23,23,0.03K,0.45%
2013-04-21,23,23,23,23,-,1.13%
2013-04-19,23,24,24,23,0.02K,-1.22%
2013-04-18,23,23,24,23,0.00K,-0.27%
2013-04-17,23,23,23,23,0.01K,-1.36%
2013-04-16,24,24,24,23,0.05K,1.14%
2013-04-15,23,25,25,23,0.12K,-9.91%
2013-04-14,26,26,26,26,-,-1.52%
2013-04-12,26,27,27,26,0.15K,-4.92%
2013-04-11,28,28,28,27,0.02K,0.17%
2013-04-10,28,28,28,28,0.01K,-0.81%
2013-04-09,28,27,28,27,0.05K,2.75%
2013-04-08,27,27,27,27,0.03K,-0.48%
2013-04-07,27,27,27,27,-,0.18%
2013-04-05,27,27,27,27,0.03K,1.69%
2013-04-04,27,27,27,27,0.19K,-0.09%
2013-04-03,27,27,27,27,0.10K,-1.63%
2013-04-02,27,28,28,27,0.01K,-2.49%
2013-04-01,28,28,28,28,0.02K,-1.19%
2013-03-31,28,28,28,28,-,-0.16%
2013-03-28,28,29,29,28,0.01K,-1.00%
2013-03-27,29,29,29,28,0.16K,-0.23%
2013-03-26,29,29,29,29,0.06K,-0.49%
2013-03-25,29,28,29,28,0.06K,0.49%
2013-03-24,29,29,29,29,-,-0.07%
2013-03-22,29,29,29,29,0.14K,-1.76%
2013-03-21,29,29,29,29,0.14K,1.38%
2013-03-20,29,29,29,28,0.02K,-0.09%
2013-03-19,29,29,29,29,0.25K,-0.11%
2013-03-18,29,29,29,29,0.10K,-0.55%
2013-03-17,29,29,29,29,-,0.64%
2013-03-15,29,29,29,29,0.06K,0.16%
2013-03-14,29,29,29,29,0.03K,-0.52%
2013-03-13,29,29,29,29,0.07K,-0.72%
2013-03-12,29,29,29,29,0.06K,1.11%
2013-03-11,29,29,29,29,0.12K,-0.44%
2013-03-10,29,29,29,29,-,0.10%
2013-03-08,29,29,29,28,0.33K,0.49%
2013-03-07,29,29,29,29,0.05K,0.02%
2013-03-06,29,29,29,29,0.21K,0.69%
2013-03-05,29,29,29,29,0.31K,0.37%
2013-03-04,28,29,29,28,0.08K,-0.72%
2013-03-03,29,29,29,29,-,0.75%
2013-03-01,28,28,29,28,0.95K,0.20%
2013-02-28,28,29,29,28,1.52K,-1.89%
2013-02-27,29,29,29,29,25.17K,-1.07%
2013-02-26,29,29,29,29,-,0.94%
2013-02-25,29,29,29,29,0.01K,0.88%
2013-02-24,29,29,29,29,-,0.96%
2013-02-22,28,28,28,28,0.00K,-0.83%
2013-02-21,29,28,28,28,0.00K,0.28%
2013-02-20,29,29,29,28,0.01K,-2.71%
2013-02-19,29,30,30,29,0.06K,-2.10%
2013-02-18,30,30,30,30,-,0.60%
2013-02-17,30,30,30,30,-,0.09%
2013-02-15,30,30,30,30,0.07K,-1.66%
2013-02-14,30,31,31,31,0.07K,-1.66%
2013-02-13,31,31,31,31,0.06K,-0.48%
2013-02-12,31,31,31,31,0.05K,0.35%
2013-02-11,31,31,31,31,0.02K,-1.72%
2013-02-10,31,31,31,31,-,0.03%
2013-02-08,31,31,32,31,0.05K,0.12%
2013-02-07,31,31,32,31,0.03K,-1.49%
2013-02-06,32,32,32,32,-,0.01%
2013-02-05,32,32,32,32,0.00K,0.50%
2013-02-04,32,32,32,32,0.00K,-0.43%
2013-02-03,32,32,32,32,-,-0.33%
2013-02-01,32,32,32,32,0.00K,1.94%
2013-01-31,31,32,32,31,0.00K,-2.54%
2013-01-30,32,32,32,32,0.06K,3.19%
2013-01-29,31,31,31,31,0.01K,1.31%
2013-01-28,31,31,31,31,0.00K,-1.57%
2013-01-27,31,31,31,31,-,0.22%
2013-01-25,31,31,31,32,-,-1.62%
2013-01-24,32,32,32,32,0.00K,-2.20%
2013-01-23,32,32,32,32,0.00K,0.82%
2013-01-22,32,32,32,32,0.01K,0.42%
2013-01-21,32,32,32,32,-,0.05%
2013-01-20,32,32,32,32,-,0.30%
2013-01-18,32,32,32,32,0.05K,0.36%
2013-01-17,32,31,32,31,0.03K,0.86%
2013-01-16,32,31,31,31,0.01K,0.05%
2013-01-15,31,31,31,31,0.02K,1.34%
2013-01-14,31,31,31,31,0.03K,2.19%
2013-01-13,30,30,30,30,-,0.15%
2013-01-11,30,31,31,30,0.06K,-1.65%
2013-01-10,31,31,31,31,0.05K,2.23%
2013-01-09,30,30,30,30,0.07K,-0.70%
2013-01-08,30,30,30,30,0.06K,1.28%
2013-01-07,30,30,30,30,0.09K,-0.55%
2013-01-06,30,30,30,30,-,1.01%
2013-01-04,30,29,30,29,0.13K,-2.53%
2013-01-03,31,31,31,30,0.02K,-0.91%
2013-01-02,31,31,31,31,0.01K,2.33%
2013-01-01,30,30,30,30,-,0.25%
2012-12-31,30,30,30,30,0.01K,0.24%
2012-12-30,30,30,30,30,-,0.60%
2012-12-28,30,30,30,30,0.20K,-0.87%
2012-12-27,30,30,30,30,0.06K,0.67%
2012-12-26,30,30,30,30,0.04K,0.14%
2012-12-25,30,30,30,30,-,0.34%
2012-12-24,30,30,30,30,0.01K,-0.96%
2012-12-23,30,30,30,30,-,-0.05%
2012-12-21,30,30,30,30,0.25K,1.79%
2012-12-20,30,31,31,30,0.65K,-4.62%
2012-12-19,31,32,32,31,0.36K,-1.74%
2012-12-18,32,32,32,31,0.19K,-1.90%
2012-12-17,32,32,32,32,0.07K,-0.52%
2012-12-16,32,32,32,32,-,0.47%
2012-12-14,32,32,33,32,0.32K,-0.18%
2012-12-13,32,33,33,32,0.88K,-4.23%
2012-12-12,34,33,34,33,0.57K,2.33%
2012-12-11,33,33,33,33,0.44K,-1.08%
2012-12-10,33,33,33,33,0.09K,0.44%
2012-12-09,33,33,33,33,-,0.31%
2012-12-07,33,33,33,33,0.13K,0.04%
2012-12-06,33,33,33,33,0.23K,0.47%
2012-12-05,33,33,33,33,0.44K,0.46%
2012-12-04,33,33,33,33,0.44K,-2.81%
2012-12-03,34,34,34,33,0.45K,0.62%
2012-12-02,33,33,33,33,-,0.82%
2012-11-30,33,34,34,33,1.46K,-3.33%
2012-11-29,34,34,34,34,16.17K,1.98%
2012-11-28,34,34,34,34,0.00K,-0.89%
2012-11-27,34,34,34,34,0.00K,-0.46%
2012-11-26,34,34,34,34,0.01K,0.11%
2012-11-25,34,34,34,34,-,-0.03%
2012-11-23,34,33,33,33,0.00K,2.31%
2012-11-22,33,33,33,33,-,-0.01%
2012-11-21,33,33,33,33,-,1.28%
2012-11-20,33,33,33,33,0.00K,-0.78%
2012-11-19,33,33,33,33,0.00K,2.39%
2012-11-18,32,32,32,32,-,0.14%
2012-11-16,32,32,32,32,-,-0.93%
2012-11-15,33,33,33,33,0.01K,-0.63%
2012-11-14,33,33,33,33,0.01K,1.21%
2012-11-13,32,32,33,32,0.01K,-0.11%
2012-11-12,33,33,33,33,0.00K,-0.51%
2012-11-11,33,33,33,33,-,0.28%
2012-11-09,33,32,33,32,0.01K,1.11%
2012-11-08,32,32,32,32,0.02K,1.83%
2012-11-07,32,32,32,32,0.03K,-1.15%
2012-11-06,32,31,32,31,0.02K,2.91%
2012-11-05,31,31,31,31,0.02K,0.19%
2012-11-04,31,31,31,31,-,0.71%
2012-11-02,31,32,32,31,0.01K,-4.32%
2012-11-01,32,32,32,32,0.00K,-0.19%
2012-10-31,32,32,32,32,0.00K,1.57%
2012-10-30,32,32,32,32,0.04K,0.19%
2012-10-29,32,32,32,32,-,-1.06%
2012-10-28,32,32,32,32,-,0.18%
2012-10-26,32,32,32,32,0.03K,-0.12%
2012-10-25,32,32,32,32,0.00K,1.44%
2012-10-24,32,32,32,32,0.00K,-0.54%
2012-10-23,32,32,32,32,0.02K,-1.42%
2012-10-22,32,32,32,32,0.01K,1.09%
2012-10-21,32,32,32,32,-,-0.60%
2012-10-19,32,33,33,32,0.04K,-2.33%
2012-10-18,33,33,33,33,0.02K,-1.08%
